,frame_number,new_people_count,total_people_in_frame,cumulative,flow,coords
420,420,0,9,78,"[([-1, -1], [-13, -8], 28), ([1, -4], [0, 0], 145), ([4, -52], [-11, -17], 339), ([-1, 3], [-3, 0], 357), ([1, 0], [-12, -2], 332), ([-3, 4], [4, -2], 380), ([-2, -1], [-2, 0], 386), ([-4, 9], [-4, 9], 387), ([3, -6], [3, -6], 388), ([-5, -1], [-5, -1], 390), ([-5, -2], [-5, 3], 2)]","[(28, 758.7994384765625, 69.10836791992188), (145, 371.1287536621094, 25.353897094726562), (339, 428.33905029296875, 51.61737060546875), (357, 538.9041748046875, 360.4942932128906), (332, 276.0595703125, 104.30056762695312), (380, 635.8997802734375, 40.71905517578125), (386, 119.7021484375, 142.32171630859375), (387, 826.9576416015625, 108.0107192993164), (388, 340.2371520996094, 198.11398315429688), (390, 784.096923828125, 65.9229736328125), (2, 116.92163848876953, 173.43936157226562)]"
421,421,0,10,78,"[([-2, -1], [-13, -6], 28), ([1, -3], [1, -1], 145), ([10, -51], [-11, -23], 339), ([-2, 2], [-3, -1], 357), ([2, -1], [-11, -1], 332), ([-3, 4], [2, -6], 380), ([-2, -1], [0, 1], 386), ([-4, 9], [-7, 7], 387), ([2, -6], [2, -6], 388), ([-7, -3], [-7, -3], 390), ([-5, -3], [-5, 4], 2), ([4, 0], [-5, 1], 373)]","[(28, 756.6514282226562, 62.01032257080078), (145, 372.4049072265625, 25.065444946289062), (339, 425.539794921875, 49.931640625), (357, 538.5711059570312, 360.03564453125), (332, 275.5721740722656, 104.72097778320312), (380, 634.84716796875, 41.998016357421875), (386, 120.47970581054688, 142.20883178710938), (387, 823.9583129882812, 102.6268310546875), (388, 339.27783203125, 197.71292114257812), (390, 782.5091552734375, 60.199180603027344), (2, 116.75753784179688, 174.35177612304688), (373, 96.8496322631836, 175.8246612548828)]"
422,422,0,9,78,"[([-1, -1], [-21, -11], 28), ([1, -1], [0, -1], 145), ([15, -53], [-14, -25], 339), ([-5, -1], [-3, -1], 357), ([1, 0], [-12, 0], 332), ([-3, 4], [3, -15], 380), ([-2, -1], [0, 2], 386), ([-4, 9], [-10, 7], 387), ([2, -6], [-1, -7], 388), ([-1, -1], [-3, 2], 2), ([4, 0], [-4, -1], 373)]","[(28, 748.4439086914062, 63.81121826171875), (145, 371.5472412109375, 25.887298583984375), (339, 421.1357421875, 45.258758544921875), (357, 538.59375, 359.78228759765625), (332, 274.4437561035156, 105.85354614257812), (380, 635.13720703125, 41.640777587890625), (386, 120.156982421875, 142.01290893554688), (387, 819.8566284179688, 105.95980834960938), (388, 336.874755859375, 197.81106567382812), (2, 116.58345031738281, 174.46554565429688), (373, 96.31106567382812, 175.70535278320312)]"
423,423,0,9,78,"[([-2, -1], [-24, -15], 28), ([1, 2], [-1, -2], 145), ([20, -51], [-16, -25], 339), ([-4, 0], [0, -1], 357), ([1, -1], [-7, 0], 332), ([-3, 4], [4, -15], 380), ([-2, -1], [-1, 2], 386), ([-4, 9], [-12, 8], 387), ([2, -6], [-5, -2], 388), ([2, -2], [-1, -1], 2), ([4, 0], [-4, -1], 373)]","[(28, 743.525634765625, 63.11030578613281), (145, 370.4061584472656, 26.216827392578125), (339, 417.3193664550781, 44.27069091796875), (357, 539.0411376953125, 360.1136169433594), (332, 274.1175842285156, 105.11944580078125), (380, 637.160888671875, 42.32713317871094), (386, 119.39717102050781, 142.16082763671875), (387, 816.0810546875, 106.28689575195312), (388, 334.8492431640625, 198.12002563476562), (2, 115.79657745361328, 174.016357421875), (373, 95.98800659179688, 175.5631103515625)]"
424,424,0,9,78,"[([-1, 0], [-28, -10], 28), ([1, 4], [-6, -7], 145), ([25, -22], [-19, -17], 339), ([0, 0], [0, -1], 357), ([0, 1], [-3, 1], 332), ([-3, 4], [6, -14], 380), ([-2, -1], [-1, 4], 386), ([-4, 9], [-12, 7], 387), ([2, -6], [-7, 2], 388), ([8, -2], [-2, -1], 2), ([4, 0], [-5, -2], 373)]","[(28, 736.961181640625, 63.4720458984375), (145, 365.6641845703125, 25.695785522460938), (339, 412.5733947753906, 48.83026123046875), (357, 539.0460205078125, 360.2234191894531), (332, 275.44866943359375, 102.370849609375), (380, 640.12255859375, 42.921566009521484), (386, 118.55384826660156, 142.52377319335938), (387, 816.2259521484375, 109.2220687866211), (388, 333.31341552734375, 200.61563110351562), (2, 114.79312133789062, 172.89913940429688), (373, 95.57333374023438, 174.96743774414062)]"
425,425,0,7,78,"[([-1, -1], [-26, -2], 28), ([24, -10], [-22, -12], 339), ([5, 4], [0, -1], 357), ([-1, 1], [4, 3], 332), ([-2, -1], [-1, 3], 386), ([-4, 9], [-3, 4], 387), ([2, -6], [-8, 4], 388), ([6, -1], [-1, -2], 2), ([4, 0], [-5, -3], 373)]","[(28, 732.5096435546875, 60.01556396484375), (339, 406.6549987792969, 48.705596923828125), (357, 538.70263671875, 360.13629150390625), (332, 280.25830078125, 102.78213500976562), (386, 118.0101547241211, 142.86648559570312), (387, 823.3773193359375, 113.27749633789062), (388, 332.7314758300781, 202.2864990234375), (2, 115.32974243164062, 173.0244140625), (373, 95.07086944580078, 176.27264404296875)]"
426,426,0,7,78,"[([-6, 0], [-26, -5], 28), ([26, -4], [-24, -13], 339), ([6, 6], [0, 0], 357), ([1, 0], [7, 3], 332), ([-2, -1], [-4, 1], 386), ([-4, 9], [3, 6], 387), ([2, -6], [-7, 7], 388), ([4, -1], [-3, 1], 2), ([4, 0], [-1, 1], 373)]","[(28, 730.1580200195312, 64.4393310546875), (339, 401.27581787109375, 45.86688232421875), (357, 538.3780517578125, 360.2190246582031), (332, 282.41253662109375, 102.237060546875), (386, 116.78266906738281, 143.513671875), (387, 826.425048828125, 113.9327392578125), (388, 332.46258544921875, 207.41244506835938), (2, 113.84874725341797, 176.10018920898438), (373, 95.07886505126953, 178.72198486328125)]"
427,427,0,7,78,"[([-6, 1], [-20, 10], 28), ([27, -4], [-25, -16], 339), ([4, 4], [0, 0], 357), ([3, 0], [11, 3], 332), ([-2, -1], [-4, 5], 386), ([-4, 9], [9, 4], 387), ([2, -6], [-5, 13], 388), ([1, -2], [-3, 4], 2), ([4, 0], [-1, 4], 373)]","[(28, 728.89404296875, 80.24847412109375), (339, 396.6162109375, 41.49334716796875), (357, 538.0902099609375, 360.130615234375), (332, 285.46630859375, 102.13729858398438), (386, 116.07584381103516, 143.75775146484375), (387, 828.3173828125, 114.56710815429688), (388, 331.9747009277344, 210.81048583984375), (2, 113.91453552246094, 180.01702880859375), (373, 95.28492736816406, 182.93836975097656)]"
428,428,0,7,78,"[([-8, 1], [-26, 14], 28), ([28, -8], [-24, -17], 339), ([-3, -1], [-1, 0], 357), ([3, -1], [13, 1], 332), ([-2, -1], [-3, 7], 386), ([-4, 9], [12, 5], 387), ([2, -6], [-3, 15], 388), ([0, -3], [-1, 7], 2), ([4, 0], [0, 5], 373)]","[(28, 717.1324462890625, 78.97795867919922), (339, 393.13958740234375, 40.3365478515625), (357, 538.0526733398438, 360.27862548828125), (332, 287.2339782714844, 100.5760498046875), (386, 116.52328491210938, 143.951416015625), (387, 828.7703857421875, 116.444091796875), (388, 331.9503173828125, 214.99282836914062), (2, 114.22012329101562, 184.2382354736328), (373, 95.41184997558594, 182.816162109375)]"
429,429,0,7,78,"[([-9, 2], [-30, 0], 28), ([28, -12], [-28, -21], 339), ([-9, -4], [-1, 1], 357), ([3, 0], [18, 4], 332), ([-2, -1], [-2, 8], 386), ([-4, 9], [13, 4], 387), ([2, -6], [-2, 18], 388), ([4, -5], [0, 8], 2), ([4, 0], [0, 5], 373)]","[(28, 706.2872924804688, 69.46884155273438), (339, 384.64471435546875, 38.019927978515625), (357, 538.1570434570312, 360.5889892578125), (332, 293.2716064453125, 102.39105224609375), (386, 116.41461181640625, 144.07168579101562), (387, 829.06005859375, 119.27957153320312), (388, 331.0714111328125, 219.30917358398438), (2, 114.2430648803711, 186.7994384765625), (373, 95.84957122802734, 184.89895629882812)]"
430,430,0,7,78,"[([-5, 1], [-19, -5], 28), ([27, -15], [-27, -22], 339), ([-12, -5], [0, 1], 357), ([3, -1], [15, 2], 332), ([-2, -1], [-1, 9], 386), ([-4, 9], [5, 4], 387), ([2, -6], [-3, 15], 388), ([5, -6], [-2, 8], 2), ([4, 0], [0, 5], 373)]","[(28, 713.193359375, 66.5040512084961), (339, 379.26806640625, 34.25689697265625), (357, 538.374267578125, 361.14007568359375), (332, 295.7515563964844, 103.26589965820312), (386, 117.36085510253906, 144.07611083984375), (387, 828.8286743164062, 121.89495849609375), (388, 329.47991943359375, 210.76373291015625), (2, 113.6070785522461, 184.8086395263672), (373, 95.4547348022461, 185.90574645996094)]"
431,431,0,6,78,"[([-9, -1], [-23, -5], 28), ([17, -16], [-25, -16], 339), ([-10, -3], [0, 1], 357), ([1, -1], [16, 1], 332), ([-2, -1], [2, 11], 386), ([-4, 9], [2, 4], 387), ([2, -6], [-6, 14], 388), ([6, -6], [-1, 5], 2)]","[(28, 707.1300659179688, 62.982994079589844), (339, 376.6409912109375, 32.34173583984375), (357, 538.2784423828125, 360.882080078125), (332, 298.47369384765625, 103.115966796875), (386, 118.18180084228516, 144.22174072265625), (387, 828.913330078125, 122.69989013671875), (388, 326.87237548828125, 208.77276611328125), (2, 112.14691925048828, 183.32528686523438)]"
432,432,0,6,78,"[([-10, -3], [-22, -13], 28), ([3, -14], [-22, -9], 339), ([-7, -2], [0, 1], 357), ([2, -1], [15, -1], 332), ([-2, -1], [2, 6], 386), ([-4, 9], [1, 4], 387), ([2, -6], [-6, 10], 388), ([5, -3], [-3, 2], 2)]","[(28, 706.8222045898438, 67.0782470703125), (339, 374.45660400390625, 33.439971923828125), (357, 538.1519775390625, 360.8182373046875), (332, 300.8355407714844, 102.3966064453125), (386, 118.30192565917969, 144.46273803710938), (387, 829.3139038085938, 122.16293334960938), (388, 325.2765197753906, 212.39755249023438), (2, 110.66060638427734, 182.4127197265625)]"
433,433,0,6,78,"[([-7, -10], [-20, -7], 339), ([-3, -1], [-1, 1], 357), ([2, -2], [16, 3], 332), ([-2, -1], [2, 4], 386), ([-4, 9], [2, 1], 387), ([4, -3], [-2, 0], 2), ([4, 0], [0, 5], 373)]","[(339, 373.36859130859375, 31.381256103515625), (357, 537.767333984375, 360.60589599609375), (332, 303.63458251953125, 105.92550659179688), (386, 118.12089538574219, 144.17648315429688), (387, 830.1066284179688, 117.42877197265625), (2, 112.47107696533203, 181.04493713378906), (373, 95.9090576171875, 187.54605102539062)]"
434,434,0,6,78,"[([-14, -8], [-12, -7], 339), ([0, -2], [-1, 0], 357), ([0, -2], [14, 3], 332), ([-2, -1], [2, 3], 386), ([-4, 9], [1, -3], 387), ([3, -2], [-2, -4], 2), ([4, 0], [0, 1], 373)]","[(339, 372.49176025390625, 29.30023193359375), (357, 537.6093139648438, 360.20587158203125), (332, 307.42779541015625, 109.423095703125), (386, 118.74694061279297, 144.36044311523438), (387, 830.183837890625, 113.23574829101562), (2, 112.16890716552734, 177.9683074951172), (373, 95.03330993652344, 184.55357360839844)]"
435,435,0,5,78,"[([-13, -6], [-7, -13], 339), ([-4, -2], [14, 2], 332), ([-2, -1], [2, 2], 386), ([3, -2], [2, -35], 2), ([4, 0], [0, -3], 373)]","[(339, 372.45550537109375, 28.059326171875), (332, 309.8250427246094, 109.29354858398438), (386, 119.15098571777344, 144.33441162109375), (2, 115.14358520507812, 157.51473999023438), (373, 95.03376007080078, 176.8134307861328)]"
436,436,0,6,78,"[([-9, -4], [-5, -20], 339), ([-8, -1], [14, 1], 332), ([-2, -1], [1, 1], 386), ([5, -1], [4, -46], 2), ([4, 0], [0, -4], 373), ([-52, -11], [-52, -11], 390)]","[(339, 371.9156494140625, 27.18096923828125), (332, 312.5261535644531, 109.61874389648438), (386, 119.13282012939453, 144.3712158203125), (2, 116.41130065917969, 149.6759033203125), (373, 95.30732727050781, 173.41815185546875), (390, 737.6718139648438, 69.40029907226562)]"
437,437,0,5,78,"[([-9, -5], [-5, -22], 339), ([-10, -1], [16, 3], 332), ([-2, -1], [2, 0], 386), ([4, 0], [10, 0], 373), ([-52, -11], [-44, -1], 390)]","[(339, 369.415283203125, 25.63983154296875), (332, 316.705322265625, 109.78314208984375), (386, 120.21627807617188, 144.628173828125), (373, 105.89522552490234, 174.62319946289062), (390, 745.1572265625, 77.20941162109375)]"
438,438,0,7,78,"[([-15, -7], [-7, -22], 339), ([-12, 0], [17, 3], 332), ([-2, -1], [2, -1], 386), ([4, 0], [4, -4], 373), ([-52, -11], [-40, 0], 390), ([-4, 9], [-7, -12], 387), ([13, 2], [3, -14], 2)]","[(339, 366.6014404296875, 25.400123596191406), (332, 320.05413818359375, 111.32754516601562), (386, 120.29727935791016, 144.46060180664062), (373, 99.549072265625, 175.6031494140625), (390, 748.278076171875, 73.60205841064453), (387, 821.4659423828125, 101.14688873291016), (2, 113.89907836914062, 170.4623260498047)]"
439,439,2,8,80,"[([-18, -7], [-7, -20], 339), ([-11, 1], [12, 2], 332), ([-2, -1], [2, -2], 386), ([4, 0], [2, -4], 373), ([-52, -11], [-32, -2], 390), ([0, 0], [0, 0], 412), ([0, 0], [0, 0], 413), ([-4, 9], [-7, -10], 387)]","[(339, 365.196533203125, 25.6640625), (332, 319.4891357421875, 113.2587890625), (386, 120.8752212524414, 144.38943481445312), (373, 97.1336669921875, 174.4819793701172), (390, 752.6401977539062, 70.46258544921875), (412, 241.50100708007812, 90.16880798339844), (413, 692.9786376953125, 65.75347900390625), (387, 821.8875122070312, 103.52896118164062)]"
440,440,0,9,80,"[([-20, -5], [-8, -10], 339), ([-11, -1], [8, 3], 332), ([-2, -1], [2, -2], 386), ([4, 0], [17, -31], 373), ([-52, -11], [-27, 1], 390), ([1, 2], [1, 2], 412), ([1, 1], [1, 1], 413), ([-4, 9], [-6, -8], 387), ([19, 2], [1, -8], 2)]","[(339, 364.130859375, 26.13623046875), (332, 317.9254150390625, 112.70785522460938), (386, 121.29983520507812, 144.65188598632812), (373, 112.9530029296875, 156.07086181640625), (390, 755.4821166992188, 69.6102294921875), (412, 242.54498291015625, 89.8382797241211), (413, 693.0545654296875, 66.16114044189453), (387, 823.6439208984375, 108.71722412109375), (2, 113.07889556884766, 173.7938232421875)]"
441,441,0,9,80,"[([-20, -3], [-8, -5], 339), ([-11, 0], [5, 4], 332), ([-2, -1], [2, -2], 386), ([4, 0], [25, -42], 373), ([-52, -11], [20, 8], 390), ([3, 2], [3, 2], 412), ([1, 3], [1, 3], 413), ([-4, 9], [-6, -2], 387), ([21, 0], [-11, -7], 2)]","[(339, 363.6127624511719, 26.118316650390625), (332, 317.31353759765625, 113.77032470703125), (386, 121.40228271484375, 144.68765258789062), (373, 120.67899322509766, 147.72702026367188), (390, 757.5751953125, 69.20584869384766), (412, 244.8469696044922, 89.29391479492188), (413, 693.6151123046875, 65.123046875), (387, 824.69677734375, 115.82085418701172), (2, 101.9646987915039, 174.89569091796875)]"
442,442,0,9,80,"[([-13, -2], [-5, -11], 339), ([-8, 0], [3, 2], 332), ([-2, -1], [1, -1], 386), ([4, 0], [16, -47], 373), ([-52, -11], [13, -3], 390), ([3, 5], [3, 5], 412), ([2, 3], [2, 3], 413), ([-4, 9], [-5, 3], 387), ([19, -5], [-5, 27], 2)]","[(339, 364.3267822265625, 26.780906677246094), (332, 319.2091064453125, 113.49276733398438), (386, 121.95647430419922, 144.64569091796875), (373, 121.10049438476562, 153.4984588623047), (390, 758.3338012695312, 68.876708984375), (412, 244.67449951171875, 89.16522216796875), (413, 694.71240234375, 62.561668395996094), (387, 825.7484741210938, 118.31529998779297), (2, 110.34872436523438, 174.92169189453125)]"
443,443,0,9,80,"[([-10, -3], [-2, -13], 339), ([-10, -1], [-2, 0], 332), ([-2, -1], [2, -1], 386), ([3, 2], [21, -44], 373), ([-52, -11], [10, -1], 390), ([-1, 7], [-1, 7], 412), ([2, 6], [2, 6], 413), ([-4, 9], [5, 11], 387), ([10, -8], [-3, 39], 2)]","[(339, 364.7215576171875, 26.745216369628906), (332, 318.65020751953125, 113.43850708007812), (386, 122.63525390625, 144.17010498046875), (373, 120.96044921875, 154.7329559326172), (390, 758.2303466796875, 68.73892974853516), (412, 240.75732421875, 89.16692352294922), (413, 694.431884765625, 62.91699981689453), (387, 826.7716064453125, 119.86276245117188), (2, 113.15509796142578, 174.46353149414062)]"
444,444,0,8,80,"[([-8, -10], [0, -19], 339), ([-10, -2], [1, -1], 332), ([-2, -1], [2, -3], 386), ([-52, -11], [5, 0], 390), ([-1, 7], [-1, 10], 412), ([2, 6], [1, 6], 413), ([-4, 9], [6, 9], 387), ([2, -6], [1, 7], 2)]","[(339, 365.161865234375, 26.371871948242188), (332, 320.25640869140625, 113.37417602539062), (386, 122.55725860595703, 143.62643432617188), (390, 757.0247802734375, 68.1766357421875), (412, 240.7418212890625, 89.1329116821289), (413, 693.767578125, 66.17683410644531), (387, 827.23486328125, 120.3547134399414), (2, 114.12982940673828, 173.4817657470703)]"
445,445,0,8,80,"[([-8, -17], [3, -23], 339), ([-10, -2], [1, -2], 332), ([-1, 0], [1, -6], 386), ([-52, -11], [0, -1], 390), ([-1, 7], [2, 6], 412), ([2, 6], [-1, 16], 413), ([-4, 9], [3, 6], 387), ([-4, -1], [2, 2], 2)]","[(339, 367.1805419921875, 26.317916870117188), (332, 318.36871337890625, 111.28729248046875), (386, 122.04568481445312, 142.99298095703125), (390, 755.2162475585938, 68.25260162353516), (412, 244.32281494140625, 88.67889404296875), (413, 692.971435546875, 66.38976287841797), (387, 826.9779663085938, 117.28900146484375), (2, 115.61253356933594, 174.00872802734375)]"
446,446,0,8,80,"[([-10, -21], [3, -19], 339), ([-11, -1], [1, -1], 332), ([0, 1], [0, -7], 386), ([-52, -11], [-2, 4], 390), ([-1, 7], [0, 5], 412), ([2, 6], [-2, 18], 413), ([-4, 9], [2, 1], 387), ([-5, 2], [3, 0], 2)]","[(339, 366.97369384765625, 27.13530731201172), (332, 318.10833740234375, 110.7960205078125), (386, 121.90386199951172, 143.005615234375), (390, 755.0323486328125, 71.56198120117188), (412, 244.68850708007812, 88.62122344970703), (413, 691.8463134765625, 65.28429412841797), (387, 826.7608032226562, 115.24298858642578), (2, 104.64844512939453, 173.38479614257812)]"
447,447,0,8,80,"[([-12, -23], [3, -5], 339), ([-7, 0], [-2, 0], 332), ([0, 2], [0, -6], 386), ([-52, -11], [-7, 7], 390), ([-1, 7], [2, -1], 412), ([2, 6], [-2, 22], 413), ([-4, 9], [0, -2], 387), ([-5, 5], [-11, -5], 2)]","[(339, 367.6827392578125, 24.669723510742188), (332, 317.987548828125, 112.52609252929688), (386, 121.5758056640625, 143.18505859375), (390, 751.5660400390625, 79.87496948242188), (412, 246.06875610351562, 88.92703247070312), (413, 692.2550659179688, 66.69203186035156), (387, 825.853759765625, 113.5133056640625), (2, 99.36493682861328, 173.45098876953125)]"
448,448,0,8,80,"[([-14, -19], [2, 0], 339), ([-4, 2], [0, 1], 332), ([0, 3], [-1, -8], 386), ([-52, -11], [-10, 6], 390), ([-1, 7], [6, 0], 412), ([2, 6], [-3, 19], 413), ([-4, 9], [-1, -4], 387), ([-3, 2], [-16, -6], 2)]","[(339, 366.54547119140625, 24.617591857910156), (332, 318.279541015625, 113.32778930664062), (386, 121.26502227783203, 143.35211181640625), (390, 748.7024536132812, 76.41070556640625), (412, 246.44190979003906, 89.68315124511719), (413, 691.9681396484375, 67.68724060058594), (387, 825.16259765625, 112.95526885986328), (2, 97.44549560546875, 173.06103515625)]"
449,449,0,7,80,"[([-1, 1], [-4, 0], 332), ([-1, 3], [-2, -9], 386), ([-52, -11], [-18, 2], 390), ([-1, 7], [4, 1], 412), ([-6, 5], [-8, -4], 387), ([0, 0], [-18, -6], 2), ([0, 4], [-25, -18], 145)]","[(332, 316.6722106933594, 112.63259887695312), (386, 120.47138977050781, 143.56201171875), (390, 739.50830078125, 78.45844268798828), (412, 244.75515747070312, 89.1330337524414), (387, 819.6134033203125, 112.62469482421875), (2, 96.05818176269531, 172.11300659179688), (145, 346.4523620605469, 31.339370727539062)]"
450,450,0,7,80,"[([5, 2], [-2, 0], 332), ([-2, 2], [-3, -7], 386), ([-52, -11], [-23, 3], 390), ([-1, 7], [-1, -5], 412), ([-9, 8], [-10, -3], 387), ([-1, -1], [-19, -7], 2), ([0, 6], [-26, 6], 145)]","[(332, 316.28411865234375, 112.06402587890625), (386, 119.72369384765625, 143.83871459960938), (390, 732.5455932617188, 86.8985595703125), (412, 243.80906677246094, 89.07268524169922), (387, 816.7667846679688, 115.15530395507812), (2, 96.13629913330078, 171.70086669921875), (145, 346.78106689453125, 32.00740051269531)]"
451,451,0,7,80,"[([8, 2], [-2, -1], 332), ([-4, 0], [-3, -7], 386), ([-52, -11], [-33, -7], 390), ([-1, 7], [-4, 10], 412), ([-12, 5], [-12, -1], 387), ([-2, -2], [-8, -3], 2), ([0, 5], [-26, -9], 145)]","[(332, 316.7271728515625, 112.20944213867188), (386, 118.98580932617188, 143.54013061523438), (390, 722.83056640625, 80.53703308105469), (412, 240.06961059570312, 88.49310302734375), (387, 814.9500732421875, 117.253173828125), (2, 96.36490631103516, 171.62188720703125), (145, 345.9366455078125, 31.0029296875)]"
452,452,0,7,80,"[([11, 3], [1, -2], 332), ([-3, 5], [-3, -9], 386), ([-52, -11], [-33, -18], 390), ([-1, 7], [-8, 14], 412), ([-10, 2], [-8, 2], 387), ([-1, -1], [-3, -1], 2), ([-1, 5], [-25, -20], 145)]","[(332, 318.35748291015625, 111.90911865234375), (386, 118.84646606445312, 143.1886444091797), (390, 718.47119140625, 68.65199279785156), (412, 238.86917114257812, 87.73204803466797), (387, 817.1724853515625, 120.1708984375), (2, 96.95099639892578, 172.19357299804688), (145, 345.0751037597656, 31.098495483398438)]"
